uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
BA,COVID,DOMICILIO,"90 - 99",F,28
BA,COVID,DOMICILIO,"90 - 99",M,30
BA,COVID,HOSPITAL,"90 - 99",F,342
BA,COVID,HOSPITAL,"90 - 99",M,306
BA,COVID,OUTRO,"90 - 99",F,5
BA,COVID,OUTRO,"90 - 99",M,5
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,19
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,21
BA,COVID,VIA_PUBLICA,"90 - 99",F,1
BA,COVID,VIA_PUBLICA,"90 - 99",M,2
BA,INDETERMINADA,DOMICILIO,"90 - 99",F,8
BA,INDETERMINADA,DOMICILIO,"90 - 99",M,7
BA,INDETERMINADA,HOSPITAL,"90 - 99",M,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,159
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,104
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,275
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,219
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,2
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,6
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,22
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,14
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,3
BA,PNEUMONIA,DOMICILIO,"90 - 99",F,93
BA,PNEUMONIA,DOMICILIO,"90 - 99",M,78
BA,PNEUMONIA,HOSPITAL,"90 - 99",F,479
BA,PNEUMONIA,HOSPITAL,"90 - 99",M,397
BA,PNEUMONIA,IGNORADO,"90 - 99",F,2
BA,PNEUMONIA,IGNORADO,"90 - 99",M,1
BA,PNEUMONIA,OUTRO,"90 - 99",F,8
BA,PNEUMONIA,OUTRO,"90 - 99",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,49
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,16
BA,SEPTICEMIA,DOMICILIO,"90 - 99",F,83
BA,SEPTICEMIA,DOMICILIO,"90 - 99",M,41
BA,SEPTICEMIA,HOSPITAL,"90 - 99",F,477
BA,SEPTICEMIA,HOSPITAL,"90 - 99",M,285
BA,SEPTICEMIA,IGNORADO,"90 - 99",F,4
BA,SEPTICEMIA,IGNORADO,"90 - 99",M,1
BA,SEPTICEMIA,OUTRO,"90 - 99",F,6
BA,SEPTICEMIA,OUTRO,"90 - 99",M,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,39
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,15
BA,SEPTICEMIA,POSTO_SAUDE,"90 - 99",F,1
BA,SEPTICEMIA,VIA_PUBLICA,"90 - 99",F,1
BA,SRAG,DOMICILIO,"90 - 99",F,2
BA,SRAG,DOMICILIO,"90 - 99",M,2
BA,SRAG,HOSPITAL,"90 - 99",F,15
BA,SRAG,HOSPITAL,"90 - 99",M,13
BA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
BA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
CE,OUTRAS,AMBULANCIA,"90 - 99",F,1
CE,OUTRAS,AMBULANCIA,"90 - 99",M,2
CE,OUTRAS,DOMICILIO,"90 - 99",F,1033
CE,OUTRAS,DOMICILIO,"90 - 99",I,2
CE,OUTRAS,DOMICILIO,"90 - 99",M,782
CE,OUTRAS,HOSPITAL,"90 - 99",F,446
CE,OUTRAS,HOSPITAL,"90 - 99",M,312
CE,OUTRAS,IGNORADO,"90 - 99",F,230
CE,OUTRAS,IGNORADO,"90 - 99",M,156
CE,OUTRAS,OUTRO,"90 - 99",F,41
CE,OUTRAS,OUTRO,"90 - 99",M,42
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,42
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,24
CE,OUTRAS,POSTO_SAUDE,"90 - 99",F,1
CE,OUTRAS,SAMU,"90 - 99",M,1
CE,OUTRAS,VIA_PUBLICA,"90 - 99",F,4
CE,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
CE,COVID,AMBULANCIA,"90 - 99",I,1
CE,COVID,AMBULANCIA,"90 - 99",M,2
CE,COVID,DOMICILIO,"90 - 99",F,72
CE,COVID,DOMICILIO,"90 - 99",M,36
CE,COVID,HOSPITAL,"90 - 99",F,329
CE,COVID,HOSPITAL,"90 - 99",I,1
CE,COVID,HOSPITAL,"90 - 99",M,337
CE,COVID,IGNORADO,"90 - 99",F,68
CE,COVID,IGNORADO,"90 - 99",M,76
CE,COVID,OUTRO,"90 - 99",F,3
CE,COVID,OUTRO,"90 - 99",M,8
CE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,50
CE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,32
CE,COVID,VIA_PUBLICA,"90 - 99",M,1
CE,INDETERMINADA,DOMICILIO,"90 - 99",F,5
CE,INDETERMINADA,DOMICILIO,"90 - 99",M,6
CE,INDETERMINADA,HOSPITAL,"90 - 99",F,5
CE,INDETERMINADA,HOSPITAL,"90 - 99",M,1
CE,INDETERMINADA,VIA_PUBLICA,"90 - 99",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,113
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,72
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,97
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,59
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,32
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,26
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
CE,PNEUMONIA,AMBULANCIA,"90 - 99",F,2
CE,PNEUMONIA,DOMICILIO,"90 - 99",F,153
CE,PNEUMONIA,DOMICILIO,"90 - 99",M,94
CE,PNEUMONIA,HOSPITAL,"90 - 99",F,489
CE,PNEUMONIA,HOSPITAL,"90 - 99",M,308
CE,PNEUMONIA,IGNORADO,"90 - 99",F,77
CE,PNEUMONIA,IGNORADO,"90 - 99",M,67
CE,PNEUMONIA,OUTRO,"90 - 99",F,4
CE,PNEUMONIA,OUTRO,"90 - 99",M,2
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,48
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,17
CE,SEPTICEMIA,DOMICILIO,"90 - 99",F,53
CE,SEPTICEMIA,DOMICILIO,"90 - 99",M,36
CE,SEPTICEMIA,HOSPITAL,"90 - 99",F,231
CE,SEPTICEMIA,HOSPITAL,"90 - 99",M,128
CE,SEPTICEMIA,IGNORADO,"90 - 99",F,31
CE,SEPTICEMIA,IGNORADO,"90 - 99",M,22
CE,SEPTICEMIA,OUTRO,"90 - 99",F,1
CE,SEPTICEMIA,OUTRO,"90 - 99",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,21
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
CE,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,1
CE,SRAG,DOMICILIO,"90 - 99",F,7
CE,SRAG,DOMICILIO,"90 - 99",M,4
CE,SRAG,HOSPITAL,"90 - 99",F,33
CE,SRAG,HOSPITAL,"90 - 99",M,21
CE,SRAG,IGNORADO,"90 - 99",F,9
CE,SRAG,IGNORADO,"90 - 99",M,7
CE,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
CE,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
DF,OUTRAS,DOMICILIO,"90 - 99",F,133
DF,OUTRAS,DOMICILIO,"90 - 99",M,59
DF,OUTRAS,HOSPITAL,"90 - 99",F,204
DF,OUTRAS,HOSPITAL,"90 - 99",M,144
DF,OUTRAS,OUTRO,"90 - 99",F,14
DF,OUTRAS,OUTRO,"90 - 99",M,7
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
DF,COVID,DOMICILIO,"90 - 99",F,7
DF,COVID,DOMICILIO,"90 - 99",M,5
DF,COVID,HOSPITAL,"90 - 99",F,163
DF,COVID,HOSPITAL,"90 - 99",M,130
DF,COVID,OUTRO,"90 - 99",F,5
DF,COVID,OUTRO,"90 - 99",M,4
DF,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
DF,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
DF,INDETERMINADA,DOMICILIO,"90 - 99",F,2
DF,INDETERMINADA,HOSPITAL,"90 - 99",M,1
DF,INDETERMINADA,OUTRO,"90 - 99",F,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,16
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,18
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,37
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,17
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
DF,PNEUMONIA,DOMICILIO,"90 - 99",F,20
DF,PNEUMONIA,DOMICILIO,"90 - 99",M,12
DF,PNEUMONIA,HOSPITAL,"90 - 99",F,204
DF,PNEUMONIA,HOSPITAL,"90 - 99",M,163
DF,PNEUMONIA,OUTRO,"90 - 99",F,3
DF,PNEUMONIA,OUTRO,"90 - 99",M,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
DF,SEPTICEMIA,DOMICILIO,"90 - 99",F,6
DF,SEPTICEMIA,DOMICILIO,"90 - 99",M,4
DF,SEPTICEMIA,HOSPITAL,"90 - 99",F,115
DF,SEPTICEMIA,HOSPITAL,"90 - 99",M,71
DF,SEPTICEMIA,OUTRO,"90 - 99",F,1
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
DF,SRAG,HOSPITAL,"90 - 99",F,2
DF,SRAG,HOSPITAL,"90 - 99",M,2
ES,OUTRAS,DOMICILIO,"90 - 99",F,340
ES,OUTRAS,DOMICILIO,"90 - 99",M,218
ES,OUTRAS,HOSPITAL,"90 - 99",F,338
ES,OUTRAS,HOSPITAL,"90 - 99",M,245
ES,OUTRAS,IGNORADO,"90 - 99",F,2
ES,OUTRAS,IGNORADO,"90 - 99",M,1
ES,OUTRAS,OUTRO,"90 - 99",F,13
ES,OUTRAS,OUTRO,"90 - 99",M,5
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,24
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,18
ES,OUTRAS,VIA_PUBLICA,"90 - 99",F,3
ES,OUTRAS,VIA_PUBLICA,"90 - 99",M,5
ES,COVID,DOMICILIO,"90 - 99",F,12
ES,COVID,DOMICILIO,"90 - 99",M,6
ES,COVID,HOSPITAL,"90 - 99",F,262
ES,COVID,HOSPITAL,"90 - 99",M,186
ES,COVID,IGNORADO,"90 - 99",M,1
ES,COVID,OUTRO,"90 - 99",F,1
ES,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
ES,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,34
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,26
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,59
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,41
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
ES,PNEUMONIA,DOMICILIO,"90 - 99",F,72
ES,PNEUMONIA,DOMICILIO,"90 - 99",M,52
ES,PNEUMONIA,HOSPITAL,"90 - 99",F,302
ES,PNEUMONIA,HOSPITAL,"90 - 99",M,258
ES,PNEUMONIA,OUTRO,"90 - 99",F,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
ES,SEPTICEMIA,DOMICILIO,"90 - 99",F,22
ES,SEPTICEMIA,DOMICILIO,"90 - 99",M,18
ES,SEPTICEMIA,HOSPITAL,"90 - 99",F,215
ES,SEPTICEMIA,HOSPITAL,"90 - 99",M,117
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,7
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
ES,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,1
ES,SRAG,DOMICILIO,"90 - 99",M,1
ES,SRAG,HOSPITAL,"90 - 99",F,27
ES,SRAG,HOSPITAL,"90 - 99",M,17
ES,SRAG,OUTRO,"90 - 99",F,1
ES,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
GO,OUTRAS,DOMICILIO,"90 - 99",F,317
GO,OUTRAS,DOMICILIO,"90 - 99",M,254
GO,OUTRAS,HOSPITAL,"90 - 99",F,262
GO,OUTRAS,HOSPITAL,"90 - 99",M,215
GO,OUTRAS,IGNORADO,"90 - 99",F,13
GO,OUTRAS,IGNORADO,"90 - 99",M,16
GO,OUTRAS,OUTRO,"90 - 99",F,44
GO,OUTRAS,OUTRO,"90 - 99",M,53
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,38
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,43
GO,OUTRAS,VIA_PUBLICA,"90 - 99",M,3
GO,COVID,DOMICILIO,"90 - 99",F,18
GO,COVID,DOMICILIO,"90 - 99",M,8
GO,COVID,HOSPITAL,"90 - 99",F,206
GO,COVID,HOSPITAL,"90 - 99",M,192
GO,COVID,IGNORADO,"90 - 99",M,3
GO,COVID,OUTRO,"90 - 99",F,4
GO,COVID,OUTRO,"90 - 99",M,3
GO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,13
GO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,25
GO,COVID,VIA_PUBLICA,"90 - 99",F,1
GO,INDETERMINADA,DOMICILIO,"90 - 99",F,2
GO,INDETERMINADA,DOMICILIO,"90 - 99",M,5
GO,INDETERMINADA,HOSPITAL,"90 - 99",M,1
GO,INDETERMINADA,OUTRO,"90 - 99",F,1
GO,INDETERMINADA,OUTRO,"90 - 99",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,47
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,41
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,72
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,79
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,2
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,11
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,8
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,11
GO,PNEUMONIA,DOMICILIO,"90 - 99",F,41
GO,PNEUMONIA,DOMICILIO,"90 - 99",M,43
GO,PNEUMONIA,HOSPITAL,"90 - 99",F,368
GO,PNEUMONIA,HOSPITAL,"90 - 99",M,293
GO,PNEUMONIA,IGNORADO,"90 - 99",F,11
GO,PNEUMONIA,IGNORADO,"90 - 99",M,5
GO,PNEUMONIA,OUTRO,"90 - 99",F,9
GO,PNEUMONIA,OUTRO,"90 - 99",M,9
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,42
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,26
GO,SEPTICEMIA,DOMICILIO,"90 - 99",F,23
GO,SEPTICEMIA,DOMICILIO,"90 - 99",M,10
GO,SEPTICEMIA,HOSPITAL,"90 - 99",F,168
GO,SEPTICEMIA,HOSPITAL,"90 - 99",M,115
GO,SEPTICEMIA,IGNORADO,"90 - 99",F,6
GO,SEPTICEMIA,IGNORADO,"90 - 99",M,3
GO,SEPTICEMIA,OUTRO,"90 - 99",F,7
GO,SEPTICEMIA,OUTRO,"90 - 99",M,4
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,18
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
GO,SRAG,HOSPITAL,"90 - 99",F,8
GO,SRAG,HOSPITAL,"90 - 99",M,4
GO,SRAG,OUTRO,"90 - 99",F,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
MA,OUTRAS,AMBULANCIA,"90 - 99",M,1
MA,OUTRAS,DOMICILIO,"90 - 99",F,355
MA,OUTRAS,DOMICILIO,"90 - 99",I,1
MA,OUTRAS,DOMICILIO,"90 - 99",M,374
MA,OUTRAS,HOSPITAL,"90 - 99",F,227
MA,OUTRAS,HOSPITAL,"90 - 99",M,194
MA,OUTRAS,IGNORADO,"90 - 99",F,1
MA,OUTRAS,IGNORADO,"90 - 99",M,3
MA,OUTRAS,OUTRO,"90 - 99",F,7
MA,OUTRAS,OUTRO,"90 - 99",M,16
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
MA,OUTRAS,VIA_PUBLICA,"90 - 99",F,2
MA,OUTRAS,VIA_PUBLICA,"90 - 99",M,4
MA,COVID,DOMICILIO,"90 - 99",F,7
MA,COVID,DOMICILIO,"90 - 99",M,5
MA,COVID,HOSPITAL,"90 - 99",F,76
MA,COVID,HOSPITAL,"90 - 99",M,83
MA,COVID,IGNORADO,"90 - 99",F,1
MA,COVID,OUTRO,"90 - 99",F,3
MA,COVID,OUTRO,"90 - 99",M,3
MA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
MA,INDETERMINADA,DOMICILIO,"90 - 99",F,3
MA,INDETERMINADA,DOMICILIO,"90 - 99",M,8
MA,INDETERMINADA,HOSPITAL,"90 - 99",F,4
MA,INDETERMINADA,HOSPITAL,"90 - 99",M,1
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"90 - 99",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,36
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,57
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,50
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,55
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
MA,PNEUMONIA,DOMICILIO,"90 - 99",F,35
MA,PNEUMONIA,DOMICILIO,"90 - 99",M,33
MA,PNEUMONIA,HOSPITAL,"90 - 99",F,123
MA,PNEUMONIA,HOSPITAL,"90 - 99",M,105
MA,PNEUMONIA,IGNORADO,"90 - 99",F,2
MA,PNEUMONIA,IGNORADO,"90 - 99",M,1
MA,PNEUMONIA,OUTRO,"90 - 99",F,4
MA,PNEUMONIA,OUTRO,"90 - 99",M,2
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
MA,PNEUMONIA,SAMU,"90 - 99",M,1
MA,SEPTICEMIA,DOMICILIO,"90 - 99",F,14
MA,SEPTICEMIA,DOMICILIO,"90 - 99",M,19
MA,SEPTICEMIA,HOSPITAL,"90 - 99",F,47
MA,SEPTICEMIA,HOSPITAL,"90 - 99",M,37
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
MA,SRAG,DOMICILIO,"90 - 99",F,3
MA,SRAG,DOMICILIO,"90 - 99",M,3
MA,SRAG,HOSPITAL,"90 - 99",F,28
MA,SRAG,HOSPITAL,"90 - 99",M,35
MA,SRAG,OUTRO,"90 - 99",F,1
MA,SRAG,OUTRO,"90 - 99",M,2
MA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
MG,OUTRAS,DOMICILIO,"90 - 99",F,2328
MG,OUTRAS,DOMICILIO,"90 - 99",M,1383
MG,OUTRAS,HOSPITAL,"90 - 99",F,2018
MG,OUTRAS,HOSPITAL,"90 - 99",M,1323
MG,OUTRAS,IGNORADO,"90 - 99",F,101
MG,OUTRAS,IGNORADO,"90 - 99",M,67
MG,OUTRAS,OUTRO,"90 - 99",F,108
MG,OUTRAS,OUTRO,"90 - 99",M,61
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,276
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,158
MG,OUTRAS,VIA_PUBLICA,"90 - 99",F,24
MG,OUTRAS,VIA_PUBLICA,"90 - 99",M,17
MG,COVID,DOMICILIO,"90 - 99",F,35
MG,COVID,DOMICILIO,"90 - 99",M,24
MG,COVID,HOSPITAL,"90 - 99",F,646
MG,COVID,HOSPITAL,"90 - 99",M,527
MG,COVID,IGNORADO,"90 - 99",F,16
MG,COVID,IGNORADO,"90 - 99",M,15
MG,COVID,OUTRO,"90 - 99",F,9
MG,COVID,OUTRO,"90 - 99",M,6
MG,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,48
MG,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,34
MG,INDETERMINADA,DOMICILIO,"90 - 99",F,72
MG,INDETERMINADA,DOMICILIO,"90 - 99",M,60
MG,INDETERMINADA,HOSPITAL,"90 - 99",F,33
MG,INDETERMINADA,HOSPITAL,"90 - 99",M,16
MG,INDETERMINADA,IGNORADO,"90 - 99",F,6
MG,INDETERMINADA,IGNORADO,"90 - 99",M,3
MG,INDETERMINADA,OUTRO,"90 - 99",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,203
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,153
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,456
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,350
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,17
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,8
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,11
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,46
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,29
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",F,3
MG,PNEUMONIA,DOMICILIO,"90 - 99",F,227
MG,PNEUMONIA,DOMICILIO,"90 - 99",M,167
MG,PNEUMONIA,HOSPITAL,"90 - 99",F,1721
MG,PNEUMONIA,HOSPITAL,"90 - 99",M,1278
MG,PNEUMONIA,IGNORADO,"90 - 99",F,44
MG,PNEUMONIA,IGNORADO,"90 - 99",M,22
MG,PNEUMONIA,OUTRO,"90 - 99",F,17
MG,PNEUMONIA,OUTRO,"90 - 99",M,11
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,118
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,71
MG,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
MG,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,2
MG,SEPTICEMIA,DOMICILIO,"90 - 99",F,99
MG,SEPTICEMIA,DOMICILIO,"90 - 99",M,62
MG,SEPTICEMIA,HOSPITAL,"90 - 99",F,1201
MG,SEPTICEMIA,HOSPITAL,"90 - 99",M,576
MG,SEPTICEMIA,IGNORADO,"90 - 99",F,20
MG,SEPTICEMIA,IGNORADO,"90 - 99",M,20
MG,SEPTICEMIA,OUTRO,"90 - 99",F,7
MG,SEPTICEMIA,OUTRO,"90 - 99",M,4
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,89
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,44
MG,SRAG,DOMICILIO,"90 - 99",F,12
MG,SRAG,DOMICILIO,"90 - 99",M,12
MG,SRAG,HOSPITAL,"90 - 99",F,47
MG,SRAG,HOSPITAL,"90 - 99",M,36
MG,SRAG,IGNORADO,"90 - 99",F,1
MG,SRAG,OUTRO,"90 - 99",F,3
MG,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
MG,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
MS,OUTRAS,DOMICILIO,"90 - 99",F,188
MS,OUTRAS,DOMICILIO,"90 - 99",M,143
MS,OUTRAS,HOSPITAL,"90 - 99",F,205
MS,OUTRAS,HOSPITAL,"90 - 99",M,160
MS,OUTRAS,OUTRO,"90 - 99",F,7
MS,OUTRAS,OUTRO,"90 - 99",M,9
MS,OUTRAS,POSTO_SAUDE,"90 - 99",F,2
MS,OUTRAS,POSTO_SAUDE,"90 - 99",M,3
MS,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
MS,OUTRAS,VIA_PUBLICA,"90 - 99",M,2
MS,COVID,DOMICILIO,"90 - 99",F,6
